Symbol,Timeframe,Window,IS Start,IS End,OOS Start,OOS End,Return (%),Trades,Win Rate (%),ReturnsFile,param_port,param_ps2,param_ps3,param_ps4,param_ps5,param_ps6,param_ps7,param_ps8,param_ma_length,param_rsi_length,param_oversold,param_profit_target_percent,param_profit_target_percent_all,param_take_profit_progression,param_entry_on
AAVEUSDT,1H,1,2023-10-09,2024-01-01,2024-01-01,2024-01-15,4.747805868572708,2,50.0,reports_walkforward/returns_AAVEUSDT_1H.pkl,18,3,3,5,8,23,32,45,50,7,33,5,4,10,True
AAVEUSDT,1H,2,2023-10-23,2024-01-15,2024-01-15,2024-01-29,-2.3692843555229826,1,0.0,reports_walkforward/returns_AAVEUSDT_1H.pkl,18,1,2,4,13,20,17,25,140,7,33,5,6,11,False
AAVEUSDT,1H,3,2023-11-06,2024-01-29,2024-01-29,2024-02-12,0.9774661508703986,1,100.0,reports_walkforward/returns_AAVEUSDT_1H.pkl,18,1,3,3,7,24,18,43,80,10,28,5,6,12,True
AAVEUSDT,1H,4,2023-11-20,2024-02-12,2024-02-12,2024-02-26,4.211721603937746,1,100.0,reports_walkforward/returns_AAVEUSDT_1H.pkl,18,4,4,5,11,19,23,35,90,9,37,5,5,18,True
AAVEUSDT,1H,5,2023-12-04,2024-02-26,2024-02-26,2024-03-11,3.749765506372249,2,50.0,reports_walkforward/returns_AAVEUSDT_1H.pkl,18,1,2,3,5,20,26,35,80,9,37,5,4,9,True
AAVEUSDT,1H,6,2023-12-18,2024-03-11,2024-03-11,2024-03-25,0.039294629623864985,1,0.0,reports_walkforward/returns_AAVEUSDT_1H.pkl,16,3,2,4,14,13,33,25,70,11,34,5,3,8,False
AAVEUSDT,1H,7,2024-01-01,2024-03-25,2024-03-25,2024-04-08,3.8682531676731857,7,100.0,reports_walkforward/returns_AAVEUSDT_1H.pkl,19,3,7,6,11,24,17,37,70,7,33,4,2,13,False
AAVEUSDT,1H,8,2024-01-15,2024-04-08,2024-04-08,2024-04-22,-2.530950653203834,1,0.0,reports_walkforward/returns_AAVEUSDT_1H.pkl,19,3,5,4,10,16,15,29,100,7,38,5,2,9,True
AAVEUSDT,1H,9,2024-01-29,2024-04-22,2024-04-22,2024-05-06,1.5896921306550738,3,100.0,reports_walkforward/returns_AAVEUSDT_1H.pkl,19,3,7,5,13,21,33,37,80,17,33,2,7,19,True
AAVEUSDT,1H,10,2024-02-12,2024-05-06,2024-05-06,2024-05-20,0.48294240113708753,2,50.0,reports_walkforward/returns_AAVEUSDT_1H.pkl,13,2,5,5,12,18,21,27,160,13,29,2,5,15,True
AAVEUSDT,1H,11,2024-02-26,2024-05-20,2024-05-20,2024-06-03,0.0,0,0.0,reports_walkforward/returns_AAVEUSDT_1H.pkl,11,1,4,3,12,17,15,31,70,15,31,1,2,18,True
AAVEUSDT,1H,12,2024-03-11,2024-06-03,2024-06-03,2024-06-17,1.6025084412647717,1,0.0,reports_walkforward/returns_AAVEUSDT_1H.pkl,19,4,4,3,5,14,18,27,160,12,39,1,7,16,True
AAVEUSDT,1H,13,2024-03-25,2024-06-17,2024-06-17,2024-07-01,1.2135157084348203,1,100.0,reports_walkforward/returns_AAVEUSDT_1H.pkl,8,3,7,8,11,12,32,27,50,19,38,4,2,17,True
AAVEUSDT,1H,14,2024-04-08,2024-07-01,2024-07-01,2024-07-15,2.831898670633781,2,100.0,reports_walkforward/returns_AAVEUSDT_1H.pkl,15,1,2,7,11,17,16,35,90,8,32,1,5,5,True
AAVEUSDT,1H,15,2024-04-22,2024-07-15,2024-07-15,2024-07-29,7.163863815989879,1,100.0,reports_walkforward/returns_AAVEUSDT_1H.pkl,19,2,5,3,8,21,23,43,150,11,33,5,2,10,False
AAVEUSDT,1H,16,2024-05-06,2024-07-29,2024-07-29,2024-08-12,0.9952325187176481,6,83.33333333333334,reports_walkforward/returns_AAVEUSDT_1H.pkl,16,3,2,3,6,20,15,25,50,17,38,1,5,16,True
AAVEUSDT,1H,17,2024-05-20,2024-08-12,2024-08-12,2024-08-26,0.0,0,0.0,reports_walkforward/returns_AAVEUSDT_1H.pkl,19,4,3,3,13,12,29,49,100,13,32,1,6,12,False
AAVEUSDT,1H,18,2024-06-03,2024-08-26,2024-08-26,2024-09-09,9.323530966081407,4,75.0,reports_walkforward/returns_AAVEUSDT_1H.pkl,17,2,2,3,7,17,30,39,110,8,39,3,6,13,True
AAVEUSDT,1H,19,2024-06-17,2024-09-09,2024-09-09,2024-09-23,3.1000275544623923,1,100.0,reports_walkforward/returns_AAVEUSDT_1H.pkl,17,2,6,5,6,17,30,33,50,8,34,4,2,17,False
AAVEUSDT,1H,20,2024-07-01,2024-09-23,2024-09-23,2024-10-07,1.213047992344829,1,0.0,reports_walkforward/returns_AAVEUSDT_1H.pkl,17,3,2,4,13,10,31,49,50,7,25,5,4,6,False
AAVEUSDT,1H,21,2024-07-15,2024-10-07,2024-10-07,2024-10-21,0.0,0,0.0,reports_walkforward/returns_AAVEUSDT_1H.pkl,17,1,2,6,5,12,29,39,60,17,36,5,2,6,False
AAVEUSDT,1H,22,2024-07-29,2024-10-21,2024-10-21,2024-11-04,-1.0413796433547895,2,50.0,reports_walkforward/returns_AAVEUSDT_1H.pkl,17,2,7,3,12,12,33,37,70,13,35,5,4,8,False
AAVEUSDT,1H,23,2024-08-12,2024-11-04,2024-11-04,2024-11-18,12.831540842612664,2,100.0,reports_walkforward/returns_AAVEUSDT_1H.pkl,19,2,5,4,5,22,32,47,110,12,33,5,2,5,True
AAVEUSDT,1H,24,2024-08-26,2024-11-18,2024-11-18,2024-12-02,5.259989281846633,4,100.0,reports_walkforward/returns_AAVEUSDT_1H.pkl,19,2,3,4,7,21,33,41,60,10,34,4,4,19,True
AAVEUSDT,1H,25,2024-09-09,2024-12-02,2024-12-02,2024-12-16,0.98958578207331,2,100.0,reports_walkforward/returns_AAVEUSDT_1H.pkl,19,3,2,4,7,19,15,43,110,9,29,5,2,7,False
AAVEUSDT,1H,26,2024-09-23,2024-12-16,2024-12-16,2024-12-30,1.3603418716987559,4,75.0,reports_walkforward/returns_AAVEUSDT_1H.pkl,16,3,7,3,6,10,29,47,160,11,37,5,2,9,False
AAVEUSDT,1H,27,2024-10-07,2024-12-30,2024-12-30,2025-01-13,3.899236028806574,1,0.0,reports_walkforward/returns_AAVEUSDT_1H.pkl,19,1,5,6,6,23,17,43,50,19,39,5,3,13,True
1000PEPEUSDT,1H,1,2023-10-09,2024-01-01,2024-01-01,2024-01-15,9.956982405140625,3,66.66666666666666,reports_walkforward/returns_1000PEPEUSDT_1H.pkl,18,2,2,3,8,23,28,27,60,7,37,5,4,5,True
1000PEPEUSDT,1H,2,2023-10-23,2024-01-15,2024-01-15,2024-01-29,-4.758536159843551,1,0.0,reports_walkforward/returns_1000PEPEUSDT_1H.pkl,19,2,3,4,9,18,19,47,80,9,33,5,5,9,True
1000PEPEUSDT,1H,3,2023-11-06,2024-01-29,2024-01-29,2024-02-12,3.6256544397732737,2,100.0,reports_walkforward/returns_1000PEPEUSDT_1H.pkl,19,3,4,4,5,16,28,47,100,13,38,5,6,6,True
1000PEPEUSDT,1H,4,2023-11-20,2024-02-12,2024-02-12,2024-02-26,4.083847602354207,2,100.0,reports_walkforward/returns_1000PEPEUSDT_1H.pkl,18,3,2,3,6,15,23,43,150,12,34,4,3,13,True
1000PEPEUSDT,1H,5,2023-12-04,2024-02-26,2024-02-26,2024-03-11,8.01176055630426,4,75.0,reports_walkforward/returns_1000PEPEUSDT_1H.pkl,19,3,3,4,5,12,32,41,50,8,36,5,5,13,True
1000PEPEUSDT,1H,6,2023-12-18,2024-03-11,2024-03-11,2024-03-25,-10.481488492635094,1,0.0,reports_walkforward/returns_1000PEPEUSDT_1H.pkl,16,4,2,3,5,11,34,37,60,11,39,5,4,6,False
1000PEPEUSDT,1H,7,2024-01-01,2024-03-25,2024-03-25,2024-04-08,0.12657530298743058,3,66.66666666666666,reports_walkforward/returns_1000PEPEUSDT_1H.pkl,15,3,7,8,5,14,19,45,60,7,31,5,3,7,False
1000PEPEUSDT,1H,8,2024-01-15,2024-04-08,2024-04-08,2024-04-22,15.183289878875605,5,100.0,reports_walkforward/returns_1000PEPEUSDT_1H.pkl,14,2,5,4,5,15,23,33,50,9,35,5,5,16,True
1000PEPEUSDT,1H,9,2024-01-29,2024-04-22,2024-04-22,2024-05-06,2.539845063036039,4,100.0,reports_walkforward/returns_1000PEPEUSDT_1H.pkl,18,2,7,4,5,20,33,27,60,10,33,4,2,18,True
1000PEPEUSDT,1H,10,2024-02-12,2024-05-06,2024-05-06,2024-05-20,-2.6273956511979613,3,66.66666666666666,reports_walkforward/returns_1000PEPEUSDT_1H.pkl,17,1,2,5,5,17,30,33,90,7,38,5,3,16,False
1000PEPEUSDT,1H,11,2024-02-26,2024-05-20,2024-05-20,2024-06-03,2.561651711510904,2,50.0,reports_walkforward/returns_1000PEPEUSDT_1H.pkl,17,3,5,4,13,10,28,31,150,7,24,2,5,19,True
1000PEPEUSDT,1H,12,2024-03-11,2024-06-03,2024-06-03,2024-06-17,3.7503808049524467,2,100.0,reports_walkforward/returns_1000PEPEUSDT_1H.pkl,19,2,3,7,11,13,24,39,130,8,32,4,5,18,True
1000PEPEUSDT,1H,13,2024-03-25,2024-06-17,2024-06-17,2024-07-01,6.305715965597636,2,50.0,reports_walkforward/returns_1000PEPEUSDT_1H.pkl,19,3,3,8,7,10,25,39,150,16,34,5,7,17,True
1000PEPEUSDT,1H,14,2024-04-08,2024-07-01,2024-07-01,2024-07-15,3.5699894494388706,1,0.0,reports_walkforward/returns_1000PEPEUSDT_1H.pkl,19,4,4,4,12,15,15,43,60,17,36,5,3,9,False
1000PEPEUSDT,1H,15,2024-04-22,2024-07-15,2024-07-15,2024-07-29,0.7639017023805428,1,100.0,reports_walkforward/returns_1000PEPEUSDT_1H.pkl,16,4,4,3,6,11,25,39,60,13,32,4,4,14,False
1000PEPEUSDT,1H,16,2024-05-06,2024-07-29,2024-07-29,2024-08-12,10.251313166038024,3,100.0,reports_walkforward/returns_1000PEPEUSDT_1H.pkl,16,4,3,3,5,10,19,41,160,8,27,4,4,11,False
1000PEPEUSDT,1H,17,2024-05-20,2024-08-12,2024-08-12,2024-08-26,0.0,0,0.0,reports_walkforward/returns_1000PEPEUSDT_1H.pkl,11,1,4,4,7,23,21,41,130,12,23,5,2,9,False
1000PEPEUSDT,1H,18,2024-06-03,2024-08-26,2024-08-26,2024-09-09,5.836320928877181,2,50.0,reports_walkforward/returns_1000PEPEUSDT_1H.pkl,18,3,5,3,9,15,24,47,130,12,39,5,2,12,False
1000PEPEUSDT,1H,19,2024-06-17,2024-09-09,2024-09-09,2024-09-23,0.366445084665723,1,100.0,reports_walkforward/returns_1000PEPEUSDT_1H.pkl,17,3,3,5,12,13,28,31,140,12,23,2,2,13,False
1000PEPEUSDT,1H,20,2024-07-01,2024-09-23,2024-09-23,2024-10-07,0.16871183039326443,1,100.0,reports_walkforward/returns_1000PEPEUSDT_1H.pkl,16,3,5,7,9,14,34,25,90,16,26,1,7,16,True
1000PEPEUSDT,1H,21,2024-07-15,2024-10-07,2024-10-07,2024-10-21,2.4029854512232607,4,100.0,reports_walkforward/returns_1000PEPEUSDT_1H.pkl,13,1,7,5,6,15,28,35,90,10,39,4,2,9,True
1000PEPEUSDT,1H,22,2024-07-29,2024-10-21,2024-10-21,2024-11-04,-4.10952598631209,2,50.0,reports_walkforward/returns_1000PEPEUSDT_1H.pkl,17,4,2,3,13,19,26,39,160,7,33,5,7,13,True
1000PEPEUSDT,1H,23,2024-08-12,2024-11-04,2024-11-04,2024-11-18,0.0,0,0.0,reports_walkforward/returns_1000PEPEUSDT_1H.pkl,19,3,7,7,11,17,21,45,90,16,33,2,4,6,False
1000PEPEUSDT,1H,24,2024-08-26,2024-11-18,2024-11-18,2024-12-02,2.6938906530910467,1,100.0,reports_walkforward/returns_1000PEPEUSDT_1H.pkl,17,2,2,6,6,21,34,39,70,7,26,4,5,14,False
1000PEPEUSDT,1H,25,2024-09-09,2024-12-02,2024-12-02,2024-12-16,6.4104964047016155,3,66.66666666666666,reports_walkforward/returns_1000PEPEUSDT_1H.pkl,17,2,5,5,6,15,29,41,150,16,39,4,7,17,False
1000PEPEUSDT,1H,26,2024-09-23,2024-12-16,2024-12-16,2024-12-30,13.520926424632385,3,100.0,reports_walkforward/returns_1000PEPEUSDT_1H.pkl,17,1,2,4,5,15,32,47,100,7,33,4,6,8,True
1000PEPEUSDT,1H,27,2024-10-07,2024-12-30,2024-12-30,2025-01-13,-6.250334252232137,1,0.0,reports_walkforward/returns_1000PEPEUSDT_1H.pkl,16,1,2,4,6,18,32,29,90,7,31,5,7,8,False
APTUSDT,1H,1,2023-10-09,2024-01-01,2024-01-01,2024-01-15,6.727523777143474,3,100.0,reports_walkforward/returns_APTUSDT_1H.pkl,19,4,5,3,6,17,24,33,60,8,37,4,6,9,True
APTUSDT,1H,2,2023-10-23,2024-01-15,2024-01-15,2024-01-29,3.5805424620781956,1,0.0,reports_walkforward/returns_APTUSDT_1H.pkl,19,4,3,6,14,19,29,31,50,8,33,5,7,11,True
APTUSDT,1H,3,2023-11-06,2024-01-29,2024-01-29,2024-02-12,2.8919313173104033,2,50.0,reports_walkforward/returns_APTUSDT_1H.pkl,17,2,6,3,5,16,26,37,50,12,38,5,6,17,False
APTUSDT,1H,4,2023-11-20,2024-02-12,2024-02-12,2024-02-26,2.890182461352131,1,0.0,reports_walkforward/returns_APTUSDT_1H.pkl,19,1,2,4,5,19,20,43,160,12,37,3,6,5,True
APTUSDT,1H,5,2023-12-04,2024-02-26,2024-02-26,2024-03-11,-1.119421908364715,2,50.0,reports_walkforward/returns_APTUSDT_1H.pkl,19,4,2,4,6,21,27,37,70,9,39,5,5,14,True
APTUSDT,1H,6,2023-12-18,2024-03-11,2024-03-11,2024-03-25,8.700314354646753,2,100.0,reports_walkforward/returns_APTUSDT_1H.pkl,17,4,2,3,5,19,17,49,90,11,35,5,7,9,True
APTUSDT,1H,7,2024-01-01,2024-03-25,2024-03-25,2024-04-08,-2.7764389423654445,2,50.0,reports_walkforward/returns_APTUSDT_1H.pkl,17,1,4,3,5,14,28,47,100,7,32,4,5,5,True
APTUSDT,1H,8,2024-01-15,2024-04-08,2024-04-08,2024-04-22,8.877416886459532,4,100.0,reports_walkforward/returns_APTUSDT_1H.pkl,19,1,2,6,14,19,18,47,90,7,26,5,4,18,True
APTUSDT,1H,9,2024-01-29,2024-04-22,2024-04-22,2024-05-06,3.260707705952548,2,100.0,reports_walkforward/returns_APTUSDT_1H.pkl,16,2,5,9,13,21,31,45,90,8,31,5,5,18,True
APTUSDT,1H,10,2024-02-12,2024-05-06,2024-05-06,2024-05-20,2.0236308488480903,2,50.0,reports_walkforward/returns_APTUSDT_1H.pkl,19,3,2,9,6,10,26,27,70,10,37,3,7,6,True
APTUSDT,1H,11,2024-02-26,2024-05-20,2024-05-20,2024-06-03,0.20140967777653174,1,100.0,reports_walkforward/returns_APTUSDT_1H.pkl,19,2,7,9,12,11,21,39,90,20,36,1,6,7,True
APTUSDT,1H,12,2024-03-11,2024-06-03,2024-06-03,2024-06-17,0.0,0,0.0,reports_walkforward/returns_APTUSDT_1H.pkl,18,2,5,7,11,22,17,29,150,19,21,2,6,17,True
APTUSDT,1H,13,2024-03-25,2024-06-17,2024-06-17,2024-07-01,0.0,0,0.0,reports_walkforward/returns_APTUSDT_1H.pkl,5,3,2,7,12,15,28,27,130,16,21,2,2,17,True
APTUSDT,1H,14,2024-04-08,2024-07-01,2024-07-01,2024-07-15,1.281941189792457,2,100.0,reports_walkforward/returns_APTUSDT_1H.pkl,19,1,3,3,8,14,26,37,130,15,39,1,7,15,False
APTUSDT,1H,15,2024-04-22,2024-07-15,2024-07-15,2024-07-29,2.634735070648553,2,100.0,reports_walkforward/returns_APTUSDT_1H.pkl,13,2,5,6,6,19,19,33,50,14,32,5,2,10,True
APTUSDT,1H,16,2024-05-06,2024-07-29,2024-07-29,2024-08-12,3.6816057220071086,1,100.0,reports_walkforward/returns_APTUSDT_1H.pkl,17,1,3,5,8,12,32,39,150,16,37,3,2,5,True
APTUSDT,1H,17,2024-05-20,2024-08-12,2024-08-12,2024-08-26,0.5948188087629092,2,100.0,reports_walkforward/returns_APTUSDT_1H.pkl,17,4,7,3,7,12,30,31,70,18,29,1,5,11,False
APTUSDT,1H,18,2024-06-03,2024-08-26,2024-08-26,2024-09-09,-1.755738371475546,1,0.0,reports_walkforward/returns_APTUSDT_1H.pkl,17,2,5,4,6,15,30,39,130,14,33,5,2,18,False
APTUSDT,1H,19,2024-06-17,2024-09-09,2024-09-09,2024-09-23,1.9339863569845406,1,100.0,reports_walkforward/returns_APTUSDT_1H.pkl,14,2,4,8,5,10,31,37,70,9,30,4,2,18,False
APTUSDT,1H,20,2024-07-01,2024-09-23,2024-09-23,2024-10-07,1.92700005210531,1,100.0,reports_walkforward/returns_APTUSDT_1H.pkl,19,2,4,9,14,19,34,47,80,9,27,5,3,17,True
APTUSDT,1H,21,2024-07-15,2024-10-07,2024-10-07,2024-10-21,3.2295771576193566,2,50.0,reports_walkforward/returns_APTUSDT_1H.pkl,17,1,3,3,11,14,19,35,50,7,38,5,3,17,True
APTUSDT,1H,22,2024-07-29,2024-10-21,2024-10-21,2024-11-04,-5.92404440947486,2,50.0,reports_walkforward/returns_APTUSDT_1H.pkl,17,3,3,3,5,21,33,47,70,7,29,4,3,11,False
APTUSDT,1H,23,2024-08-12,2024-11-04,2024-11-04,2024-11-18,3.172987418060047,2,50.0,reports_walkforward/returns_APTUSDT_1H.pkl,18,3,2,5,5,17,27,29,100,7,38,5,5,5,True
APTUSDT,1H,24,2024-08-26,2024-11-18,2024-11-18,2024-12-02,11.382960062541159,4,100.0,reports_walkforward/returns_APTUSDT_1H.pkl,19,3,3,3,5,24,33,27,50,7,37,5,2,12,False
APTUSDT,1H,25,2024-09-09,2024-12-02,2024-12-02,2024-12-16,3.540180665917103,5,80.0,reports_walkforward/returns_APTUSDT_1H.pkl,18,4,2,3,11,15,20,37,50,7,37,5,2,18,False
APTUSDT,1H,26,2024-09-23,2024-12-16,2024-12-16,2024-12-30,-19.31006058651058,1,0.0,reports_walkforward/returns_APTUSDT_1H.pkl,18,4,2,4,11,12,32,25,60,9,36,5,6,7,False
APTUSDT,1H,27,2024-10-07,2024-12-30,2024-12-30,2025-01-13,1.3410032566721464,1,0.0,reports_walkforward/returns_APTUSDT_1H.pkl,17,2,7,5,10,11,29,45,80,8,38,4,7,12,False
