Size,EntryBar,ExitBar,EntryPrice,ExitPrice,PnL,ReturnPct,EntryTime,ExitTime,Tag,Duration
1934210,203,258,0.0012925168,0.0012741,-35.62195872799978,-0.014248789648227289,2024-01-01 03:23:00,2024-01-01 04:18:00,,0 days 00:55:00
3908795,258,455,0.00127460964,0.0013028,110.19033821620026,0.022116857675735124,2024-01-01 04:18:00,2024-01-01 07:35:00,,0 days 03:17:00
1942469,3601,3608,0.0012966184399999998,0.0011527,-279.5571082283596,-0.11099521305589322,2024-01-03 12:01:00,2024-01-03 12:08:00,,0 days 00:07:00
4247026,3608,3609,0.0011531610799999999,0.001,-650.4790889480794,-0.13281846106009743,2024-01-03 12:08:00,2024-01-03 12:09:00,,0 days 00:01:00
6855656,3609,4763,0.0010004,0.0012524,1727.6253120000003,0.25189924030387845,2024-01-03 12:09:00,2024-01-04 07:23:00,,0 days 19:14:00
2184747,4786,4823,0.00124409744,0.00123,-30.79933974768,-0.011331459696597435,2024-01-04 07:46:00,2024-01-04 08:23:00,,0 days 00:37:00
4406010,4823,4940,0.0012302919200000001,0.0012058,-107.91164443920086,-0.019907405390421684,2024-01-04 08:23:00,2024-01-04 10:20:00,,0 days 01:57:00
6674020,4940,6680,0.00120618228,0.0011738,-216.11998436560023,-0.026846920682668363,2024-01-04 10:20:00,2024-01-05 15:20:00,,1 days 05:00:00
1,6680,8058,0.00117426952,0.0011616,-1.2669519999999965e-05,-0.01078927774604932,2024-01-05 15:20:00,2024-01-06 14:18:00,,0 days 22:58:00
2260886,8089,8359,0.0011629649999999997,0.0011505,-28.18194398999932,-0.01071829332782992,2024-01-06 14:49:00,2024-01-06 19:19:00,,0 days 04:30:00
4556692,8359,8884,0.0011509602,0.0011955,202.95415034159984,0.03869794976403185,2024-01-06 19:19:00,2024-01-07 04:04:00,,0 days 08:45:00
2213349,8957,9015,0.00120768288,0.0011945,-29.17831426511998,-0.010915845722678452,2024-01-07 05:17:00,2024-01-07 06:15:00,,0 days 00:58:00
4460435,9015,9162,0.00119527792,0.0011743,-93.57064859519974,-0.017550663029063496,2024-01-07 06:15:00,2024-01-07 08:42:00,,0 days 02:27:00
6748290,9162,9212,0.00117466968,0.0011453,-198.19511784720075,-0.02500250112865776,2024-01-07 08:42:00,2024-01-07 09:32:00,,0 days 00:50:00
1,9212,10754,0.00114605824,0.0011043,-4.1758240000000155e-05,-0.03643640309239449,2024-01-07 09:32:00,2024-01-08 11:14:00,,1 days 01:42:00
2365384,10758,10812,0.00109613828,0.0011321,85.06327710048022,0.03280764904953415,2024-01-08 11:18:00,2024-01-08 12:12:00,,0 days 00:54:00
2344767,10829,10935,0.00111484576,0.0011624,111.50361266208029,0.0426554432067805,2024-01-08 12:29:00,2024-01-08 14:15:00,,0 days 01:46:00
2261409,10975,11000,0.0011682671200000001,0.0011555,-28.87168007208016,-0.010928254147904215,2024-01-08 14:55:00,2024-01-08 15:20:00,,0 days 00:25:00
4558475,11000,12296,0.0011559622,0.0011163,-180.79914714500026,-0.03431098352523987,2024-01-08 15:20:00,2024-01-09 12:56:00,,0 days 21:36:00
6953910,12296,12857,0.00111714668,0.0012233,738.1806334812009,0.09502182828847516,2024-01-09 12:56:00,2024-01-09 22:17:00,,0 days 09:21:00
2303113,12882,12893,0.0012044815999999999,0.0011691,-81.48782292079977,-0.029374960979063447,2024-01-09 22:42:00,2024-01-09 22:53:00,,0 days 00:11:00
4708895,12893,13533,0.0011695676399999999,0.0012128,203.57664384220055,0.03696439480832425,2024-01-09 22:53:00,2024-01-10 09:33:00,,0 days 10:40:00
2246901,13576,13597,0.0012481990799999999,0.0012337,-32.577997351079915,-0.011615999588783565,2024-01-10 10:16:00,2024-01-10 10:37:00,,0 days 00:21:00
4531599,13597,13697,0.0012341934799999998,0.0012087,-115.52622847451877,-0.020655983371423825,2024-01-10 10:37:00,2024-01-10 12:17:00,,0 days 01:40:00
6868042,13697,13733,0.00120888336,0.001175,-232.71233958112026,-0.028028642895705058,2024-01-10 12:17:00,2024-01-10 12:53:00,,0 days 00:36:00
1,13733,14145,0.00117557004,0.001281,0.00010542996000000005,0.08968411614164662,2024-01-10 12:53:00,2024-01-10 19:45:00,,0 days 06:52:00
2171150,14167,14172,0.00124789896,0.0012272,-44.94054700400011,-0.01658704804113309,2024-01-10 20:07:00,2024-01-10 20:12:00,,0 days 00:05:00
4396905,14172,14300,0.0012272907199999997,0.0013772,659.1368627784015,0.12214651146388555,2024-01-10 20:12:00,2024-01-10 22:20:00,,0 days 02:08:00
2234194,16878,17140,0.0012814123599999999,0.0012594,-49.17988263783985,-0.01717820171486406,2024-01-12 17:18:00,2024-01-12 21:40:00,,0 days 04:22:00
4526592,17140,17181,0.0012595036,0.0012271,-146.6778765311993,-0.02572727858816748,2024-01-12 21:40:00,2024-01-12 22:21:00,,0 days 00:41:00
6864480,17181,17346,0.00122979172,0.0012057,-165.3771301055993,-0.019590081481439703,2024-01-12 22:21:00,2024-01-13 01:06:00,,0 days 02:45:00
1,17346,21282,0.0012063823599999998,0.001238,3.1617640000000105e-05,0.026208639191309224,2024-01-13 01:06:00,2024-01-15 18:42:00,,2 days 17:36:00
2250696,21291,21443,0.0012318925599999998,0.0012175,-32.39327722175937,-0.011683291601338741,2024-01-15 18:51:00,2024-01-15 21:23:00,,0 days 02:32:00
4539859,21443,22478,0.00121788696,0.0011913,-120.70104963863977,-0.02183040041745743,2024-01-15 21:23:00,2024-01-16 14:38:00,,0 days 17:15:00
6883603,22478,22890,0.0011916764799999998,0.0012562,444.15429584256157,0.05414516530526825,2024-01-16 14:38:00,2024-01-16 21:30:00,,0 days 06:52:00
2264344,22933,22966,0.0012566024399999999,0.0012432,-30.34773459935953,-0.010665616724411131,2024-01-16 22:13:00,2024-01-16 22:46:00,,0 days 00:33:00
4563113,22966,23424,0.0012437973199999999,0.0012179,-118.17239755715904,-0.020821173661959458,2024-01-16 22:46:00,2024-01-17 06:24:00,,0 days 07:38:00
6914109,23424,23806,0.0012184872,0.0012535,242.08231559520084,0.028734647356164267,2024-01-17 06:24:00,2024-01-17 12:46:00,,0 days 06:22:00
2345129,23824,23917,0.00122328912,0.0012105,-29.99213619647996,-0.010454699376382881,2024-01-17 13:04:00,2024-01-17 14:37:00,,0 days 01:33:00
4726315,23917,24573,0.00121078412,0.0011893,-101.5407186178008,-0.01774397239369163,2024-01-17 14:37:00,2024-01-18 01:33:00,,0 days 10:56:00
7150045,24573,25478,0.00118987576,0.0011628,-193.59290240919918,-0.02275511520631357,2024-01-18 01:33:00,2024-01-18 16:38:00,,0 days 15:05:00
1,25478,27056,0.0011630650399999999,0.0011222,-4.0865039999999795e-05,-0.035135644692750656,2024-01-18 16:38:00,2024-01-19 18:56:00,,1 days 02:18:00
2461680,27169,27585,0.0011323527599999999,0.0011197,-31.14704623679983,-0.011173867761844702,2024-01-19 20:49:00,2024-01-20 03:45:00,,0 days 06:56:00
4962657,27585,28650,0.00112024792,0.0011543,168.9887931765601,0.030396914283045584,2024-01-20 03:45:00,2024-01-20 21:30:00,,0 days 17:45:00
2458661,28672,28757,0.0011477589199999998,0.001174,64.51791999388024,0.0228628848295076,2024-01-20 21:52:00,2024-01-20 23:17:00,,0 days 01:25:00
2435982,28786,29506,0.00116506584,0.0011524,-30.853758254879818,-0.010871351270585694,2024-01-20 23:46:00,2024-01-21 11:46:00,,0 days 12:00:00
4909735,29506,30048,0.001152961,0.0011311,-107.33171683500093,-0.01896074541983661,2024-01-21 11:46:00,2024-01-21 20:48:00,,0 days 09:02:00
7434113,30048,30322,0.00113135236,0.0011059,-189.21572035668078,-0.02249728811278573,2024-01-21 20:48:00,2024-01-22 01:22:00,,0 days 04:34:00
1,30322,33086,0.00110614228,0.00104,-6.614228000000012e-05,-0.05979545416164733,2024-01-22 01:22:00,2024-01-23 23:26:00,,1 days 22:04:00
2655033,33131,33335,0.00103811508,0.0010269,-29.77640749763964,-0.010803310939284216,2024-01-24 00:11:00,2024-01-24 03:35:00,,0 days 03:24:00
5351420,33335,35332,0.00102731076,0.001009,-97.98856727920061,-0.017823973731181497,2024-01-24 03:35:00,2024-01-25 12:52:00,,1 days 09:17:00
8097530,35332,36641,0.00100930356,0.0010547,367.59903479320036,0.044977984621395795,2024-01-25 12:52:00,2024-01-26 10:41:00,,0 days 21:49:00
2644244,36706,36716,0.00106502584,0.0010777,33.51357153504019,0.011900330981640783,2024-01-26 11:46:00,2024-01-26 11:56:00,,0 days 00:10:00
2629143,36762,36831,0.0010743295599999999,0.0010614,-33.99366216707942,-0.01203500348626707,2024-01-26 12:42:00,2024-01-26 13:51:00,,0 days 01:09:00
5303706,36831,38064,0.0010619245999999999,0.0010905,151.55552043240118,0.02690906680191807,2024-01-26 13:51:00,2024-01-27 10:24:00,,0 days 20:33:00
2630535,38100,38320,0.0010849338,0.0010977,33.58193591700016,0.01176680088683768,2024-01-27 11:00:00,2024-01-27 14:40:00,,0 days 03:40:00
2613691,38386,38460,0.00109513788,0.0010835,-30.417822215080154,-0.010626862801969783,2024-01-27 15:46:00,2024-01-27 17:00:00,,0 days 01:14:00
5268359,38460,39124,0.00108373332,0.0011077,126.26507427812079,0.02211492399255577,2024-01-27 17:00:00,2024-01-28 04:04:00,,0 days 11:04:00
2612660,39145,39180,0.00110474172,0.0011188,36.72950582480035,0.012725399743208854,2024-01-28 04:25:00,2024-01-28 05:00:00,,0 days 00:35:00
2599083,39208,39252,0.00111404544,0.0011016,-32.34673153151947,-0.011171393511560712,2024-01-28 05:28:00,2024-01-28 06:12:00,,0 days 00:44:00
5240115,39252,39617,0.0011020406400000001,0.0010816,-107.11130427360045,-0.018547991115826834,2024-01-28 06:12:00,2024-01-28 12:17:00,,0 days 06:05:00
7930540,39617,40058,0.0010821326799999999,0.0010563,-204.86710204719859,-0.02387200800552458,2024-01-28 12:17:00,2024-01-28 19:38:00,,0 days 07:21:00
1,40058,41275,0.00105662248,0.0010611,4.4775200000000005e-06,0.004237577833854145,2024-01-28 19:38:00,2024-01-29 15:55:00,,0 days 20:17:00
2613823,41352,41728,0.00107482976,0.0010637,-29.09122267247977,-0.010354904947923904,2024-01-29 17:12:00,2024-01-29 23:28:00,,0 days 06:16:00
5268050,41728,41857,0.0010638253599999999,0.0010737,52.020097252000205,0.009282200228804438,2024-01-29 23:28:00,2024-01-30 01:37:00,,0 days 02:09:00
2639548,41874,42028,0.00106652644,0.0010554,-29.36877244911987,-0.0104324089705643,2024-01-30 01:54:00,2024-01-30 04:28:00,,0 days 02:34:00
5318709,42028,42554,0.00105582216,0.0010377,-96.38649549143992,-0.017164026941809962,2024-01-30 04:28:00,2024-01-30 13:14:00,,0 days 08:46:00
8045285,42554,43168,0.00103801504,0.0010129,-202.05765458640073,-0.024195256361603468,2024-01-30 13:14:00,2024-01-30 23:28:00,,0 days 10:14:00
1,43168,45517,0.0010132051199999998,0.0009314,-8.180511999999985e-05,-0.08073895244429863,2024-01-30 23:28:00,2024-02-01 14:37:00,,1 days 15:09:00
2927983,45587,45618,0.0009334732399999999,0.0009227,-31.543863574919573,-0.011541027142888294,2024-02-01 15:47:00,2024-02-01 16:18:00,,0 days 00:31:00
5905525,45618,45635,0.00092296904,0.0009062,-99.02998494599987,-0.018168583422906504,2024-02-01 16:18:00,2024-02-01 16:35:00,,0 days 00:17:00
8936674,45635,46147,0.00090656248,0.0009343,247.88117380847993,0.0305963688239117,2024-02-01 16:35:00,2024-02-02 01:07:00,,0 days 08:32:00
2974703,46215,46910,0.00092867132,0.000917,-34.718710617960035,-0.012567761864337501,2024-02-02 02:15:00,2024-02-02 13:50:00,,0 days 11:35:00
6004451,46910,48163,0.0009172667599999999,0.0009462,173.7282218512406,0.03154288508176184,2024-02-02 13:50:00,2024-02-03 10:43:00,,0 days 20:53:00
2964541,48190,48218,0.00094357728,0.0009323,-33.43195892848012,-0.011951623082743223,2024-02-03 11:10:00,2024-02-03 11:38:00,,0 days 00:28:00
5980480,48218,48969,0.00093267292,0.0009119,-124.2320326015998,-0.02227245967428748,2024-02-03 11:38:00,2024-02-04 00:09:00,,0 days 12:31:00
9069268,48969,50319,0.00091226476,0.000885,-247.27141539567938,-0.029886893800435632,2024-02-04 00:09:00,2024-02-04 22:39:00,,0 days 22:30:00
1,50319,50659,0.00088525396,0.0008975,1.2246039999999994e-05,0.013833363705032076,2024-02-04 22:39:00,2024-02-05 04:19:00,,0 days 05:40:00
3010121,50684,51004,0.00089565812,0.000914,55.21127816748004,0.020478662103794676,2024-02-05 04:44:00,2024-02-05 10:04:00,,0 days 05:20:00
2934098,51067,51111,0.0009235692799999999,0.0009493,75.49645409056035,0.027860086468012524,2024-02-05 11:07:00,2024-02-05 11:51:00,,0 days 00:44:00
2850183,51175,51302,0.0009573828,0.0009434,-39.853538852400014,-0.014605234186367277,2024-02-05 12:55:00,2024-02-05 15:02:00,,0 days 02:07:00
5761430,51302,51388,0.0009437773599999999,0.0009275,-93.78087022479909,-0.0172470337707612,2024-02-05 15:02:00,2024-02-05 16:28:00,,0 days 01:26:00
8713553,51388,51748,0.0009279710399999999,0.0008887,-342.19028840511965,-0.04231925168699224,2024-02-05 16:28:00,2024-02-05 22:28:00,,0 days 06:00:00
1,51748,53006,0.00088895544,0.0009138,2.4844560000000034e-05,0.02794803753043018,2024-02-05 22:28:00,2024-02-06 19:26:00,,0 days 20:58:00
2855426,53057,53167,0.00091396544,0.000904,-28.455576477439983,-0.01090351950288182,2024-02-06 20:17:00,2024-02-06 22:07:00,,0 days 01:50:00
5755766,53167,53306,0.0009043615999999999,0.0009145,58.35425801440034,0.011210560023778182,2024-02-06 22:07:00,2024-02-07 00:26:00,,0 days 02:19:00
2833826,53384,53485,0.0009235692799999999,0.0009376,39.760619134720294,0.015191843539880567,2024-02-07 01:44:00,2024-02-07 03:25:00,,0 days 01:41:00
2836294,53508,53862,0.00092627036,0.0009504,68.43875315416017,0.026050320772436297,2024-02-07 03:48:00,2024-02-07 09:42:00,,0 days 05:54:00
2801810,53883,53986,0.0009437773599999999,0.0009331,-29.915934021599785,-0.011313430955792292,2024-02-07 10:03:00,2024-02-07 11:46:00,,0 days 01:43:00
5649452,53986,54301,0.0009334732399999999,0.0009548,120.48450693552064,0.02284667528337514,2024-02-07 11:46:00,2024-02-07 17:01:00,,0 days 05:15:00
2784189,54342,56298,0.000957883,0.0009785,57.401624613000024,0.021523505480314453,2024-02-07 17:42:00,2024-02-09 02:18:00,,1 days 08:36:00
2731002,56361,56571,0.00098179256,0.000987,14.221529054880286,0.005304012489155685,2024-02-09 03:21:00,2024-02-09 06:51:00,,0 days 03:30:00
2729062,56607,56963,0.0009837933599999998,0.0010076,64.96979657168048,0.024198821589932473,2024-02-09 07:27:00,2024-02-09 13:23:00,,0 days 05:56:00
2661667,56998,57020,0.00101480576,0.0009956,-51.11933760192001,-0.018925552807268264,2024-02-09 13:58:00,2024-02-09 14:20:00,,0 days 00:22:00
5397109,57020,58112,0.00099619832,0.001034,204.01978734311973,0.03794593831477244,2024-02-09 14:20:00,2024-02-10 08:32:00,,0 days 18:12:00
2666736,58137,58244,0.00102721072,0.0010161,-29.629357009919683,-0.010816398022014284,2024-02-10 08:57:00,2024-02-10 10:44:00,,0 days 01:47:00
5375063,58244,58454,0.00101650644,0.0010238,39.20334449428086,0.00717512424220379,2024-02-10 10:44:00,2024-02-10 14:14:00,,0 days 03:30:00
2677411,58500,58612,0.00102400944,0.0010129,-29.74453685984002,-0.0108489624861271,2024-02-10 15:00:00,2024-02-10 16:52:00,,0 days 01:52:00
5396712,58612,59279,0.00101330516,0.0010273,75.52612096608077,0.013811081352827825,2024-02-10 16:52:00,2024-02-11 03:59:00,,0 days 11:07:00
2687013,59291,59529,0.00102460968,0.0010336,24.157106714159934,0.008774385188318634,2024-02-11 04:11:00,2024-02-11 08:09:00,,0 days 03:58:00
2681127,59549,59627,0.00102911148,0.0010176,-30.863739837959706,-0.011185843539516127,2024-02-11 08:29:00,2024-02-11 09:47:00,,0 days 01:18:00
5405587,59627,59893,0.0010180070399999999,0.0009967,-115.17705843247872,-0.020930149952597343,2024-02-11 09:47:00,2024-02-11 14:13:00,,0 days 04:26:00
8192595,59893,61363,0.00099699864,0.0010074,85.21412992920018,0.010432672205049398,2024-02-11 14:13:00,2024-02-12 14:43:00,,1 days 00:30:00
2695435,61442,61528,0.0010180070399999999,0.0010453,73.56639963760061,0.02681018787453593,2024-02-12 16:02:00,2024-02-12 17:28:00,,0 days 01:26:00
2665308,61541,61572,0.0010364144,0.0010635,72.19146636480008,0.0261339479652154,2024-02-12 17:41:00,2024-02-12 18:12:00,,0 days 00:31:00
2586357,61613,61674,0.00107502984,0.0010635,-29.82028239288009,-0.010725134848349915,2024-02-12 18:53:00,2024-02-12 19:54:00,,0 days 01:01:00
5212200,61674,61925,0.00106402544,0.0010893,131.73606163199986,0.02375371776825186,2024-02-12 19:54:00,2024-02-13 00:05:00,,0 days 04:11:00
2587425,61944,62005,0.0010844335999999999,0.0011064,56.83641252000035,0.02025610420038637,2024-02-13 00:24:00,2024-02-13 01:25:00,,0 days 01:01:00
2547417,62050,62082,0.0011070426399999997,0.0010915,-39.59358536087931,-0.014039784411555956,2024-02-13 02:10:00,2024-02-13 02:42:00,,0 days 00:32:00
5148131,62082,62735,0.00109173652,0.0010744,-89.25067604411913,-0.01587976556834414,2024-02-13 02:42:00,2024-02-13 13:35:00,,0 days 10:53:00
7781387,62735,63526,0.00107482976,0.0010833,65.91021542287933,0.007880541007721842,2024-02-13 13:35:00,2024-02-14 02:46:00,,0 days 13:11:00
2604762,63536,63891,0.00107663048,0.0010986,57.225370854240076,0.020405812772456455,2024-02-14 02:56:00,2024-02-14 08:51:00,,0 days 05:55:00
2525135,63964,64151,0.0011162463199999998,0.0011505,86.49516624680064,0.030686488623765662,2024-02-14 10:04:00,2024-02-14 13:11:00,,0 days 03:07:00
2394501,64188,64630,0.00118617428,0.0012468,145.16834716571967,0.05111029721534677,2024-02-14 13:48:00,2024-02-14 21:10:00,,0 days 07:22:00
2356723,64663,64767,0.00122058804,0.0012544,79.68542380707994,0.027701369251496244,2024-02-14 21:43:00,2024-02-14 23:27:00,,0 days 01:44:00
2332515,64790,64825,0.00124179652,0.0012743,75.81485465219988,0.02617456199667867,2024-02-14 23:50:00,2024-02-15 00:25:00,,0 days 00:35:00
2282144,64865,64881,0.0012775107999999998,0.0012642,-30.37716235519937,-0.010419324830756582,2024-02-15 01:05:00,2024-02-15 01:21:00,,0 days 00:16:00
4598491,64881,65066,0.00126470568,0.0012969,148.04529077111977,0.025455978026444726,2024-02-15 01:21:00,2024-02-15 04:26:00,,0 days 03:05:00
2306254,65097,65106,0.00127691056,0.0012596,-39.9225482422398,-0.013556595537905114,2024-02-15 04:57:00,2024-02-15 05:06:00,,0 days 00:09:00
4658557,65106,65185,0.0012600037999999998,0.0012386,-99.71082231659886,-0.016987091626231465,2024-02-15 05:06:00,2024-02-15 06:25:00,,0 days 01:19:00
7046532,65185,65746,0.00123889536,0.0012076,-220.52375569151886,-0.025260696754889622,2024-02-15 06:25:00,2024-02-15 15:46:00,,0 days 09:21:00
1,65746,66194,0.001207983,0.0012553,4.731700000000006e-05,0.03917025322376233,2024-02-15 15:46:00,2024-02-15 23:14:00,,0 days 07:28:00
2299145,66224,66630,0.00124169648,0.0012567,34.49526799039966,0.01208308168836858,2024-02-15 23:44:00,2024-02-16 06:30:00,,0 days 06:46:00
2301825,66655,66665,0.0012439974,0.0012298,-32.679930255,-0.011412724817592035,2024-02-16 06:55:00,2024-02-16 07:05:00,,0 days 00:10:00
4642032,66665,66682,0.00123019188,0.0012001,-139.68746990016027,-0.02446112715359494,2024-02-16 07:05:00,2024-02-16 07:22:00,,0 days 00:17:00
7048701,66682,66887,0.00120037996,0.0012151,103.75716066804017,0.01226281718331923,2024-02-16 07:22:00,2024-02-16 10:47:00,,0 days 03:25:00
2346922,66916,67086,0.00121278492,0.0011991,-32.11743981623983,-0.011283880409726721,2024-02-16 11:16:00,2024-02-16 14:06:00,,0 days 02:50:00
4731735,67086,67102,0.00119967968,0.0011793,-96.43124514479972,-0.016987601223686588,2024-02-16 14:06:00,2024-02-16 14:22:00,,0 days 00:16:00
7156067,67102,67153,0.00117977172,0.0011467,-236.66344412523935,-0.02803230441902771,2024-02-16 14:22:00,2024-02-16 15:13:00,,0 days 00:51:00
1,67153,67657,0.00114755884,0.001171,2.3441159999999924e-05,0.020426978715967214,2024-02-16 15:13:00,2024-02-16 23:37:00,,0 days 08:24:00
2360020,67675,67790,0.00116736676,0.0011502,-40.51389693519972,-0.014705541213114404,2024-02-16 23:55:00,2024-02-17 01:50:00,,0 days 01:55:00
4771797,67790,68516,0.0011504599999999999,0.001129,-102.40276361999923,-0.018653408201936506,2024-02-17 01:50:00,2024-02-17 13:56:00,,0 days 12:06:00
7221554,68516,68945,0.0011296516799999998,0.0011872,415.5883004892812,0.05094342001067109,2024-02-17 13:56:00,2024-02-17 21:05:00,,0 days 07:09:00
2387520,68985,69247,0.0011824728,0.0011694,-31.21157145600023,-0.011055476286642829,2024-02-17 21:45:00,2024-02-18 02:07:00,,0 days 04:22:00
4813150,69247,69377,0.0011698677599999998,0.0011945,118.5586659560012,0.021055576401216802,2024-02-18 02:07:00,2024-02-18 04:17:00,,0 days 02:10:00
2382005,69403,69412,0.0011943775599999999,0.0012049,25.064504692200472,0.008809977977148442,2024-02-18 04:43:00,2024-02-18 04:52:00,,0 days 00:09:00
2368800,69443,69527,0.0012036812799999998,0.0011883,-36.435176063999585,-0.012778532204139492,2024-02-18 05:23:00,2024-02-18 06:47:00,,0 days 01:24:00
4782082,69527,69676,0.00118867528,0.001213,116.32280566704098,0.02046372159771015,2024-02-18 06:47:00,2024-02-18 09:16:00,,0 days 02:29:00
2371595,69695,69897,0.00121068408,0.0011941,-39.33072120759986,-0.013698106941325228,2024-02-18 09:35:00,2024-02-18 12:57:00,,0 days 03:22:00
4791482,69897,70453,0.0011943775599999999,0.0012171,108.87416225608081,0.019024503440938867,2024-02-18 12:57:00,2024-02-18 22:13:00,,0 days 09:16:00
2358862,70511,70623,0.0012245896400000001,0.0012108,-32.52785778968049,-0.011260621149791983,2024-02-18 23:11:00,2024-02-19 01:03:00,,0 days 01:52:00
4756119,70623,70925,0.00121128432,0.0012285,81.87982274591998,0.014212748993564173,2024-02-19 01:03:00,2024-02-19 06:05:00,,0 days 05:02:00
2364109,70957,71097,0.00122709064,0.0012083,-44.423121139759786,-0.015313163826267906,2024-02-19 06:37:00,2024-02-19 08:57:00,,0 days 02:20:00
4781057,71097,72236,0.00120888336,0.0011844,-117.05633971152065,-0.020252872038870717,2024-02-19 08:57:00,2024-02-20 03:56:00,,0 days 18:59:00
7243424,72236,72928,0.0011847737199999998,0.0011564,-205.52288441727916,-0.023948640589360748,2024-02-20 03:56:00,2024-02-20 15:28:00,,0 days 11:32:00
1,72928,73187,0.00115716268,0.0011755,1.8337319999999803e-05,0.01584679519736998,2024-02-20 15:28:00,2024-02-20 19:47:00,,0 days 04:19:00
2381766,73240,73393,0.0011794715999999998,0.0011996,47.941138754400605,0.017065608023118406,2024-02-20 20:40:00,2024-02-20 23:13:00,,0 days 02:33:00
2361285,73415,73500,0.0011947777199999999,0.0011825,-28.99119607019984,-0.010276154128485038,2024-02-20 23:35:00,2024-02-21 01:00:00,,0 days 01:25:00
4758247,73500,73583,0.00118277292,0.0011595,-110.73830177123988,-0.019676574942212866,2024-02-21 01:00:00,2024-02-21 02:23:00,,0 days 01:23:00
7206117,73583,74020,0.0011599637999999998,0.0011337,-189.2600156645981,-0.02264191348040323,2024-02-21 02:23:00,2024-02-21 09:40:00,,0 days 07:17:00
1,74020,75570,0.0011339534,0.0011903,5.6346600000000075e-05,0.04969040173961292,2024-02-21 09:40:00,2024-02-22 11:30:00,,1 days 01:50:00
2311412,75593,75679,0.0011849738,0.0011722,-29.525514605600115,-0.010779816397628372,2024-02-22 11:53:00,2024-02-22 13:19:00,,0 days 01:26:00
4659936,75679,76918,0.00117236876,0.0012379,305.37138440063944,0.055896439956315325,2024-02-22 13:19:00,2024-02-23 09:58:00,,0 days 20:39:00
2174467,77065,77096,0.0012913163199999998,0.0012751,-35.2618527014398,-0.012557976499514734,2024-02-23 12:25:00,2024-02-23 12:56:00,,0 days 00:31:00
4388316,77096,77195,0.00127571008,0.0012495,-115.01811342527971,-0.02054548318690086,2024-02-23 12:56:00,2024-02-23 14:35:00,,0 days 01:39:00
6648320,77195,77251,0.0012500998399999999,0.0012092,-271.9152242687997,-0.03271725880710452,2024-02-23 14:35:00,2024-02-23 15:31:00,,0 days 00:56:00
1,77251,78341,0.0012097837199999998,0.0012091,-6.837199999997455e-07,-0.0005651588698843968,2024-02-23 15:31:00,2024-02-24 09:41:00,,0 days 18:10:00
2221460,78387,78764,0.0012164864,0.0012633,103.99453985599982,0.038482633262484356,2024-02-24 10:27:00,2024-02-24 16:44:00,,0 days 06:17:00
2199422,78796,78991,0.001240496,0.0012846,97.00330788800024,0.03555352052727301,2024-02-24 17:16:00,2024-02-24 20:31:00,,0 days 03:15:00
2139266,79018,80288,0.0012867144799999998,0.0013474,129.82246962832016,0.04716315930477455,2024-02-24 20:58:00,2024-02-25 18:08:00,,0 days 21:10:00
